,main_title,title,variable,value
429,６．教 育 文 化 費,科学振興費,2004,925399214
430,６．教 育 文 化 費,災害対策費,2004,5409422
431,７．社会保障関係費,社会保険費,2004,15693864008
432,７．社会保障関係費,生活保護費,2004,1940892202
433,７．社会保障関係費,社会福祉費,2004,1843226968
434,７．社会保障関係費,住宅対策費,2004,941670565
435,７．社会保障関係費,失業対策費,2004,37297701
436,７．社会保障関係費,保健衛生費,2004,879994010
437,７．社会保障関係費,試験研究費,2004,107852938
438,７．社会保障関係費,災害対策費,2004,31627951
439,７．社会保障関係費,その他,2004,318548483
440,８．恩　　給　　費,文官恩給費,2004,42678127
441,８．恩　　給　　費,旧軍人遺族等恩給費,2004,1028766590
442,８．恩　　給　　費,その他,2004,63873689
443,３．防 衛 関 係 費,３．防 衛 関 係 費,2004,4921492949
444,９．国　　債　　費,９．国　　債　　費,2004,17514898571
445,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2004,0
446,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2004,0
447,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2004,0
448,12．予　　備　　費,12．予　　備　　費,2004,0
449,13．そ　　の　　他,13．そ　　の　　他,2004,137464675
450,３．防 衛 関 係 費,３．防 衛 関 係 費,2004,4921492949
451,９．国　　債　　費,９．国　　債　　費,2004,17514898571
452,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2004,0
453,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2004,0
454,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2004,0
455,12．予　　備　　費,12．予　　備　　費,2004,0
456,13．そ　　の　　他,13．そ　　の　　他,2004,137464675
457,３．防 衛 関 係 費,３．防 衛 関 係 費,2004,4921492949
458,９．国　　債　　費,９．国　　債　　費,2004,17514898571
459,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2004,0
460,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2004,0
461,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2004,0
462,12．予　　備　　費,12．予　　備　　費,2004,0
463,13．そ　　の　　他,13．そ　　の　　他,2004,137464675
464,１．国 家 機 関 費,皇室費,2005,6849417
465,１．国 家 機 関 費,国会費,2005,123122693
466,１．国 家 機 関 費,選挙費,2005,69799237
467,１．国 家 機 関 費,司法、警察及び消防費,2005,1411240550
468,１．国 家 機 関 費,外交費,2005,836553817
469,１．国 家 機 関 費,一般行政費,2005,1208907002
470,１．国 家 機 関 費,徴税費,2005,785154239
471,１．国 家 機 関 費,貨幣製造費,2005,18573897
472,２．地 方 財 政 費,地方財政調整費,2005,17440562423
473,２．地 方 財 政 費,元利補給,2005,0
474,２．地 方 財 政 費,その他,2005,63511885
475,４．国土保全及び開発費,国土保全費,2005,1372264386
476,４．国土保全及び開発費,国土開発費,2005,5654324870
477,４．国土保全及び開発費,災害対策費,2005,713655812
478,４．国土保全及び開発費,試験研究費,2005,40988613
479,４．国土保全及び開発費,その他,2005,160973787
480,５．産 業 経 済 費,農林水産業費,2005,1137020845
481,５．産 業 経 済 費,商工鉱業費,2005,1045085765
482,５．産 業 経 済 費,運輸通信費,2005,268579549
483,５．産 業 経 済 費,産業投資特別会計へ繰入,2005,178636456
484,５．産 業 経 済 費,物資及び物価調整費,2005,368905613
485,６．教 育 文 化 費,学校教育費,2005,4735025520
486,６．教 育 文 化 費,社会教育及び文化費,2005,138394620
487,６．教 育 文 化 費,科学振興費,2005,904768692
488,６．教 育 文 化 費,災害対策費,2005,4975442
489,７．社会保障関係費,社会保険費,2005,16021117121
490,７．社会保障関係費,生活保護費,2005,1973779699
491,７．社会保障関係費,社会福祉費,2005,1873942309
492,７．社会保障関係費,住宅対策費,2005,827416742
493,７．社会保障関係費,失業対策費,2005,35572754
494,７．社会保障関係費,保健衛生費,2005,806543083
495,７．社会保障関係費,試験研究費,2005,103374956
496,７．社会保障関係費,災害対策費,2005,11635501
497,７．社会保障関係費,その他,2005,342633532
498,８．恩　　給　　費,文官恩給費,2005,38765243
499,８．恩　　給　　費,旧軍人遺族等恩給費,2005,966051284
500,８．恩　　給　　費,その他,2005,59628739
501,３．防 衛 関 係 費,３．防 衛 関 係 費,2005,4900978100
502,９．国　　債　　費,９．国　　債　　費,2005,18735950593
503,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2005,0
504,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2005,0
505,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2005,0
506,12．予　　備　　費,12．予　　備　　費,2005,0
507,13．そ　　の　　他,13．そ　　の　　他,2005,134327404
508,３．防 衛 関 係 費,３．防 衛 関 係 費,2005,4900978100
509,９．国　　債　　費,９．国　　債　　費,2005,18735950593
510,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2005,0
511,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2005,0
512,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2005,0
513,12．予　　備　　費,12．予　　備　　費,2005,0
514,13．そ　　の　　他,13．そ　　の　　他,2005,134327404
515,３．防 衛 関 係 費,３．防 衛 関 係 費,2005,4900978100
516,９．国　　債　　費,９．国　　債　　費,2005,18735950593
517,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2005,0
518,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2005,0
519,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2005,0
520,12．予　　備　　費,12．予　　備　　費,2005,0
521,13．そ　　の　　他,13．そ　　の　　他,2005,134327404
522,１．国 家 機 関 費,皇室費,2006,6591482
523,１．国 家 機 関 費,国会費,2006,122817737
524,１．国 家 機 関 費,選挙費,2006,1328890
525,１．国 家 機 関 費,司法、警察及び消防費,2006,1431981688
526,１．国 家 機 関 費,外交費,2006,847587839
527,１．国 家 機 関 費,一般行政費,2006,1143095541
528,１．国 家 機 関 費,徴税費,2006,790800136
529,１．国 家 機 関 費,貨幣製造費,2006,16991552
530,２．地 方 財 政 費,地方財政調整費,2006,16700970439
531,２．地 方 財 政 費,元利補給,2006,0
532,２．地 方 財 政 費,その他,2006,60120010
533,４．国土保全及び開発費,国土保全費,2006,1166257713
534,４．国土保全及び開発費,国土開発費,2006,5103720304
535,４．国土保全及び開発費,災害対策費,2006,464926629
536,４．国土保全及び開発費,試験研究費,2006,38710387
537,４．国土保全及び開発費,その他,2006,164276898
538,５．産 業 経 済 費,農林水産業費,2006,1074547250
539,５．産 業 経 済 費,商工鉱業費,2006,1025262180
540,５．産 業 経 済 費,運輸通信費,2006,244865900
541,５．産 業 経 済 費,産業投資特別会計へ繰入,2006,48054000
542,５．産 業 経 済 費,物資及び物価調整費,2006,342150398
543,６．教 育 文 化 費,学校教育費,2006,3954622830
544,６．教 育 文 化 費,社会教育及び文化費,2006,134681163
545,６．教 育 文 化 費,科学振興費,2006,918452821
546,６．教 育 文 化 費,災害対策費,2006,2508815
547,７．社会保障関係費,社会保険費,2006,16154901543
548,７．社会保障関係費,生活保護費,2006,2006226935
549,７．社会保障関係費,社会福祉費,2006,1656781704
550,７．社会保障関係費,住宅対策費,2006,722012638
551,７．社会保障関係費,失業対策費,2006,38461734
552,７．社会保障関係費,保健衛生費,2006,697427068
553,７．社会保障関係費,試験研究費,2006,105568013
554,７．社会保障関係費,災害対策費,2006,4460306
555,７．社会保障関係費,その他,2006,254887435
556,８．恩　　給　　費,文官恩給費,2006,34335054
557,８．恩　　給　　費,旧軍人遺族等恩給費,2006,901858877
558,８．恩　　給　　費,その他,2006,54827843
559,３．防 衛 関 係 費,３．防 衛 関 係 費,2006,4838999823
560,９．国　　債　　費,９．国　　債　　費,2006,18036873531
561,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2006,0
562,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2006,0
563,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2006,0
564,12．予　　備　　費,12．予　　備　　費,2006,0
565,13．そ　　の　　他,13．そ　　の　　他,2006,132535572
566,３．防 衛 関 係 費,３．防 衛 関 係 費,2006,4838999823
567,９．国　　債　　費,９．国　　債　　費,2006,18036873531
568,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2006,0
569,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2006,0
570,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2006,0
571,12．予　　備　　費,12．予　　備　　費,2006,0
572,13．そ　　の　　他,13．そ　　の　　他,2006,132535572
573,３．防 衛 関 係 費,３．防 衛 関 係 費,2006,4838999823
574,９．国　　債　　費,９．国　　債　　費,2006,18036873531
575,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2006,0
576,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2006,0
577,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2006,0
578,12．予　　備　　費,12．予　　備　　費,2006,0
579,13．そ　　の　　他,13．そ　　の　　他,2006,132535572
580,１．国 家 機 関 費,皇室費,2007,6569224
581,１．国 家 機 関 費,国会費,2007,122136741
582,１．国 家 機 関 費,選挙費,2007,59141967
583,１．国 家 機 関 費,司法、警察及び消防費,2007,1468295392
584,１．国 家 機 関 費,外交費,2007,880421187
585,１．国 家 機 関 費,一般行政費,2007,1184175331
586,１．国 家 機 関 費,徴税費,2007,793981869
587,１．国 家 機 関 費,貨幣製造費,2007,16020716
588,２．地 方 財 政 費,地方財政調整費,2007,14931618000
589,２．地 方 財 政 費,元利補給,2007,0
590,２．地 方 財 政 費,その他,2007,78687478
591,４．国土保全及び開発費,国土保全費,2007,1207839514
592,４．国土保全及び開発費,国土開発費,2007,4834852349
593,４．国土保全及び開発費,災害対策費,2007,340993608
594,４．国土保全及び開発費,試験研究費,2007,39710574
595,４．国土保全及び開発費,その他,2007,152793459
596,５．産 業 経 済 費,農林水産業費,2007,1373071060
597,５．産 業 経 済 費,商工鉱業費,2007,1434363777
598,５．産 業 経 済 費,運輸通信費,2007,214357644
599,５．産 業 経 済 費,産業投資特別会計へ繰入,2007,20286000
600,５．産 業 経 済 費,物資及び物価調整費,2007,117700423
601,６．教 育 文 化 費,学校教育費,2007,4030796694
602,６．教 育 文 化 費,社会教育及び文化費,2007,135459729
603,６．教 育 文 化 費,科学振興費,2007,1095938168
604,６．教 育 文 化 費,災害対策費,2007,1141695
605,７．社会保障関係費,社会保険費,2007,16876379258
606,７．社会保障関係費,生活保護費,2007,1982010516
607,７．社会保障関係費,社会福祉費,2007,1605044700
608,７．社会保障関係費,住宅対策費,2007,664292764
609,７．社会保障関係費,失業対策費,2007,32261388
610,７．社会保障関係費,保健衛生費,2007,606711030
611,７．社会保障関係費,試験研究費,2007,110669924
612,７．社会保障関係費,災害対策費,2007,14773440
613,７．社会保障関係費,その他,2007,274601488
614,８．恩　　給　　費,文官恩給費,2007,30951380
615,８．恩　　給　　費,旧軍人遺族等恩給費,2007,840079649
616,８．恩　　給　　費,その他,2007,68954592
617,３．防 衛 関 係 費,３．防 衛 関 係 費,2007,4778565357
618,９．国　　債　　費,９．国　　債　　費,2007,19290408668
619,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2007,0
620,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2007,0
621,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2007,0
622,12．予　　備　　費,12．予　　備　　費,2007,0
623,13．そ　　の　　他,13．そ　　の　　他,2007,126513456
624,３．防 衛 関 係 費,３．防 衛 関 係 費,2007,4778565357
625,９．国　　債　　費,９．国　　債　　費,2007,19290408668
626,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2007,0
627,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2007,0
628,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2007,0
629,12．予　　備　　費,12．予　　備　　費,2007,0
630,13．そ　　の　　他,13．そ　　の　　他,2007,126513456
631,３．防 衛 関 係 費,３．防 衛 関 係 費,2007,4778565357
632,９．国　　債　　費,９．国　　債　　費,2007,19290408668
633,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2007,0
634,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2007,0
635,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2007,0
636,12．予　　備　　費,12．予　　備　　費,2007,0
637,13．そ　　の　　他,13．そ　　の　　他,2007,126513456
638,１．国 家 機 関 費,皇室費,2008,6613183
639,１．国 家 機 関 費,国会費,2008,122660956
640,１．国 家 機 関 費,選挙費,2008,702891
641,１．国 家 機 関 費,司法、警察及び消防費,2008,1496556058
642,１．国 家 機 関 費,外交費,2008,914480244
643,１．国 家 機 関 費,一般行政費,2008,1123358027
644,１．国 家 機 関 費,徴税費,2008,790069461
645,１．国 家 機 関 費,貨幣製造費,2008,15969581
646,２．地 方 財 政 費,地方財政調整費,2008,15679227889
647,２．地 方 財 政 費,元利補給,2008,0
648,２．地 方 財 政 費,その他,2008,23700518
649,４．国土保全及び開発費,国土保全費,2008,1108593617
650,４．国土保全及び開発費,国土開発費,2008,4827150645
651,４．国土保全及び開発費,災害対策費,2008,210860372
652,４．国土保全及び開発費,試験研究費,2008,47163287
653,４．国土保全及び開発費,その他,2008,120577119
654,５．産 業 経 済 費,農林水産業費,2008,1525768562
655,５．産 業 経 済 費,商工鉱業費,2008,2111459087
656,５．産 業 経 済 費,運輸通信費,2008,215789861
657,５．産 業 経 済 費,産業投資特別会計へ繰入,2008,0
658,５．産 業 経 済 費,物資及び物価調整費,2008,96313086
659,６．教 育 文 化 費,学校教育費,2008,4028748377
660,６．教 育 文 化 費,社会教育及び文化費,2008,143303986
661,６．教 育 文 化 費,科学振興費,2008,1107584491
662,６．教 育 文 化 費,災害対策費,2008,1158259
663,７．社会保障関係費,社会保険費,2008,17752625357
664,７．社会保障関係費,生活保護費,2008,2047260619
665,７．社会保障関係費,社会福祉費,2008,1978524635
666,７．社会保障関係費,住宅対策費,2008,618217463
667,７．社会保障関係費,失業対策費,2008,180563672
668,７．社会保障関係費,保健衛生費,2008,569989878
669,７．社会保障関係費,試験研究費,2008,116042098
670,７．社会保障関係費,災害対策費,2008,2497436
671,７．社会保障関係費,その他,2008,272487835
672,８．恩　　給　　費,文官恩給費,2008,27425159
673,８．恩　　給　　費,旧軍人遺族等恩給費,2008,776771214
674,８．恩　　給　　費,その他,2008,50838692
675,３．防 衛 関 係 費,３．防 衛 関 係 費,2008,4823873909
676,９．国　　債　　費,９．国　　債　　費,2008,19166464213
677,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2008,0
678,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2008,0
679,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2008,0
680,12．予　　備　　費,12．予　　備　　費,2008,0
681,13．そ　　の　　他,13．そ　　の　　他,2008,596003290
682,３．防 衛 関 係 費,３．防 衛 関 係 費,2008,4823873909
683,９．国　　債　　費,９．国　　債　　費,2008,19166464213
684,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2008,0
685,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2008,0
686,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2008,0
687,12．予　　備　　費,12．予　　備　　費,2008,0
688,13．そ　　の　　他,13．そ　　の　　他,2008,596003290
689,３．防 衛 関 係 費,３．防 衛 関 係 費,2008,4823873909
690,９．国　　債　　費,９．国　　債　　費,2008,19166464213
691,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2008,0
692,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2008,0
693,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2008,0
694,12．予　　備　　費,12．予　　備　　費,2008,0
695,13．そ　　の　　他,13．そ　　の　　他,2008,596003290
696,１．国 家 機 関 費,皇室費,2009,6137774
697,１．国 家 機 関 費,国会費,2009,126258243
698,１．国 家 機 関 費,選挙費,2009,68788324
699,１．国 家 機 関 費,司法、警察及び消防費,2009,1533909368
700,１．国 家 機 関 費,外交費,2009,955076436
701,１．国 家 機 関 費,一般行政費,2009,1582842125
702,１．国 家 機 関 費,徴税費,2009,785667031
703,１．国 家 機 関 費,貨幣製造費,2009,15410921
704,２．地 方 財 政 費,地方財政調整費,2009,16573294000
705,２．地 方 財 政 費,元利補給,2009,0
706,２．地 方 財 政 費,その他,2009,22610253
707,４．国土保全及び開発費,国土保全費,2009,1710225549
708,４．国土保全及び開発費,国土開発費,2009,5577784331
709,４．国土保全及び開発費,災害対策費,2009,120307028
710,４．国土保全及び開発費,試験研究費,2009,49527978
711,４．国土保全及び開発費,その他,2009,104971041
712,５．産 業 経 済 費,農林水産業費,2009,1699720167
713,５．産 業 経 済 費,商工鉱業費,2009,5365096470
714,５．産 業 経 済 費,運輸通信費,2009,465418930
715,５．産 業 経 済 費,産業投資特別会計へ繰入,2009,0
716,５．産 業 経 済 費,物資及び物価調整費,2009,113680177
717,６．教 育 文 化 費,学校教育費,2009,4277937107
718,６．教 育 文 化 費,社会教育及び文化費,2009,240870820
719,６．教 育 文 化 費,科学振興費,2009,1350860927
720,６．教 育 文 化 費,災害対策費,2009,277538
721,７．社会保障関係費,社会保険費,2009,21627034591
722,７．社会保障関係費,生活保護費,2009,2289059977
723,７．社会保障関係費,社会福祉費,2009,2690047261
724,７．社会保障関係費,住宅対策費,2009,1084011146
725,７．社会保障関係費,失業対策費,2009,824387637
726,７．社会保障関係費,保健衛生費,2009,1290692754
727,７．社会保障関係費,試験研究費,2009,115117717
728,７．社会保障関係費,災害対策費,2009,1634904
729,７．社会保障関係費,その他,2009,275550990
730,８．恩　　給　　費,文官恩給費,2009,25562184
731,８．恩　　給　　費,旧軍人遺族等恩給費,2009,713941880
732,８．恩　　給　　費,その他,2009,40309792
733,３．防 衛 関 係 費,３．防 衛 関 係 費,2009,4831771933
734,９．国　　債　　費,９．国　　債　　費,2009,18444821997
735,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2009,0
736,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2009,0
737,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2009,0
738,12．予　　備　　費,12．予　　備　　費,2009,0
739,13．そ　　の　　他,13．そ　　の　　他,2009,3972807075
740,３．防 衛 関 係 費,３．防 衛 関 係 費,2009,4831771933
741,９．国　　債　　費,９．国　　債　　費,2009,18444821997
742,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2009,0
743,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2009,0
744,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2009,0
745,12．予　　備　　費,12．予　　備　　費,2009,0
746,13．そ　　の　　他,13．そ　　の　　他,2009,3972807075
747,３．防 衛 関 係 費,３．防 衛 関 係 費,2009,4831771933
748,９．国　　債　　費,９．国　　債　　費,2009,18444821997
749,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2009,0
750,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2009,0
751,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2009,0
752,12．予　　備　　費,12．予　　備　　費,2009,0
753,13．そ　　の　　他,13．そ　　の　　他,2009,3972807075
754,１．国 家 機 関 費,皇室費,2010,5491398
755,１．国 家 機 関 費,国会費,2010,151426912
756,１．国 家 機 関 費,選挙費,2010,52100534
757,１．国 家 機 関 費,司法、警察及び消防費,2010,1472709759
758,１．国 家 機 関 費,外交費,2010,879664492
759,１．国 家 機 関 費,一般行政費,2010,1611829588
760,１．国 家 機 関 費,徴税費,2010,757349796
761,１．国 家 機 関 費,貨幣製造費,2010,14574753
762,２．地 方 財 政 費,地方財政調整費,2010,18790321916
763,２．地 方 財 政 費,元利補給,2010,0
764,２．地 方 財 政 費,その他,2010,19530645
765,４．国土保全及び開発費,国土保全費,2010,852171805
766,４．国土保全及び開発費,国土開発費,2010,4569619640
767,４．国土保全及び開発費,災害対策費,2010,109508094
768,４．国土保全及び開発費,試験研究費,2010,48424323
769,４．国土保全及び開発費,その他,2010,90648139
770,５．産 業 経 済 費,農林水産業費,2010,1577571490
771,５．産 業 経 済 費,商工鉱業費,2010,2232635850
772,５．産 業 経 済 費,運輸通信費,2010,374458521
773,５．産 業 経 済 費,産業投資特別会計へ繰入,2010,0
774,５．産 業 経 済 費,物資及び物価調整費,2010,80360428
775,６．教 育 文 化 費,学校教育費,2010,4435153637
776,６．教 育 文 化 費,社会教育及び文化費,2010,165246423
777,６．教 育 文 化 費,科学振興費,2010,1150377063
778,６．教 育 文 化 費,災害対策費,2010,390642
779,７．社会保障関係費,社会保険費,2010,21203658477
780,７．社会保障関係費,生活保護費,2010,2459870813
781,７．社会保障関係費,社会福祉費,2010,2101858243
782,７．社会保障関係費,住宅対策費,2010,237380022
783,７．社会保障関係費,失業対策費,2010,445094917
784,７．社会保障関係費,保健衛生費,2010,783006044
785,７．社会保障関係費,試験研究費,2010,114181752
786,７．社会保障関係費,災害対策費,2010,31088862
787,７．社会保障関係費,その他,2010,1565147418
788,８．恩　　給　　費,文官恩給費,2010,22011244
789,８．恩　　給　　費,旧軍人遺族等恩給費,2010,651424296
790,８．恩　　給　　費,その他,2010,35078120
791,３．防 衛 関 係 費,３．防 衛 関 係 費,2010,4678220145
792,９．国　　債　　費,９．国　　債　　費,2010,19543900165
793,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2010,0
794,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2010,0
795,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2010,0
796,12．予　　備　　費,12．予　　備　　費,2010,0
797,13．そ　　の　　他,13．そ　　の　　他,2010,1998855325
798,３．防 衛 関 係 費,３．防 衛 関 係 費,2010,4678220145
799,９．国　　債　　費,９．国　　債　　費,2010,19543900165
800,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2010,0
801,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2010,0
802,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2010,0
803,12．予　　備　　費,12．予　　備　　費,2010,0
804,13．そ　　の　　他,13．そ　　の　　他,2010,1998855325
805,３．防 衛 関 係 費,３．防 衛 関 係 費,2010,4678220145
806,９．国　　債　　費,９．国　　債　　費,2010,19543900165
807,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2010,0
808,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2010,0
809,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2010,0
810,12．予　　備　　費,12．予　　備　　費,2010,0
811,13．そ　　の　　他,13．そ　　の　　他,2010,1998855325
812,１．国 家 機 関 費,皇室費,2011,6026580
813,１．国 家 機 関 費,国会費,2011,135321370
814,１．国 家 機 関 費,選挙費,2011,319976
815,１．国 家 機 関 費,司法、警察及び消防費,2011,1597209034
816,１．国 家 機 関 費,外交費,2011,821449422
817,１．国 家 機 関 費,一般行政費,2011,1574741294
818,１．国 家 機 関 費,徴税費,2011,778969916
819,１．国 家 機 関 費,貨幣製造費,2011,14465587
820,２．地 方 財 政 費,地方財政調整費,2011,19450671876
821,２．地 方 財 政 費,元利補給,2011,0
822,２．地 方 財 政 費,その他,2011,18816682
823,４．国土保全及び開発費,国土保全費,2011,901936274
824,４．国土保全及び開発費,国土開発費,2011,4436959937
825,４．国土保全及び開発費,災害対策費,2011,605512540
826,４．国土保全及び開発費,試験研究費,2011,51869175
827,４．国土保全及び開発費,その他,2011,426471058
828,５．産 業 経 済 費,農林水産業費,2011,1900064183
829,５．産 業 経 済 費,商工鉱業費,2011,4309777520
830,５．産 業 経 済 費,運輸通信費,2011,244926517
831,５．産 業 経 済 費,産業投資特別会計へ繰入,2011,0
832,５．産 業 経 済 費,物資及び物価調整費,2011,206960893
833,６．教 育 文 化 費,学校教育費,2011,4403657958
834,６．教 育 文 化 費,社会教育及び文化費,2011,141783529
835,６．教 育 文 化 費,科学振興費,2011,1208770384
836,６．教 育 文 化 費,災害対策費,2011,33352337
837,７．社会保障関係費,社会保険費,2011,22017175091
838,７．社会保障関係費,生活保護費,2011,2732261280
839,７．社会保障関係費,社会福祉費,2011,2237655219
840,７．社会保障関係費,住宅対策費,2011,170439650
841,７．社会保障関係費,失業対策費,2011,461160874
842,７．社会保障関係費,保健衛生費,2011,885242821
843,７．社会保障関係費,試験研究費,2011,109514599
844,７．社会保障関係費,災害対策費,2011,869031862
845,７．社会保障関係費,その他,2011,1721220584
846,８．恩　　給　　費,文官恩給費,2011,19179181
847,８．恩　　給　　費,旧軍人遺族等恩給費,2011,587699948
848,８．恩　　給　　費,その他,2011,30874094
849,３．防 衛 関 係 費,３．防 衛 関 係 費,2011,4824861715
850,９．国　　債　　費,９．国　　債　　費,2011,19627720861
851,10.経済危機対応・地域活性化予備費,10.経済危機対応・地域活性化予備費,2011,0
852,11.東日本大震災復旧・復興予備費,11.東日本大震災復旧・復興予備費,2011,0
853,12.熊本地震復旧等予備費,12.熊本地震復旧等予備費,2011,0
854,12．予　　備　　費,12．予　　備　　費,2011,0
855,13．そ　　の　　他,13．そ　　の　　他,2011,1151337298
